,id,owner,secret,server,farm,title,ispublic,isfriend,isfamily,license,dateupload,datetaken,datetakengranularity,datetakenunknown,views,machine_tags,latitude,longitude,accuracy,context,place_id,woeid,geo_is_public,geo_is_contact,geo_is_friend,geo_is_family,url_o,height_o,width_o,url_m,height_m,width_m,url_t,height_t,width_t,url_n,height_n,width_n
14823971889,14823971889,40357032@N00,0788c233ab,5552,6,_DSC3910.jpg,1,0,0,0,1408815896,2014-08-18 15:13:51,0,0,82,,47.031904,12.690217,15,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/5552/14823971889_76412e6a49_o.jpg,3264,4928,https://live.staticflickr.com/5552/14823971889_0788c233ab.jpg,331,500,https://live.staticflickr.com/5552/14823971889_0788c233ab_t.jpg,66,100,https://live.staticflickr.com/5552/14823971889_0788c233ab_n.jpg,212,320
14823969319,14823969319,40357032@N00,cb6f233cce,3920,4,_DSC3904.jpg,1,0,0,0,1408815878,2014-08-18 15:10:23,0,0,71,,47.031904,12.690217,15,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/3920/14823969319_ba5a935163_o.jpg,3264,4928,https://live.staticflickr.com/3920/14823969319_cb6f233cce.jpg,331,500,https://live.staticflickr.com/3920/14823969319_cb6f233cce_t.jpg,66,100,https://live.staticflickr.com/3920/14823969319_cb6f233cce_n.jpg,212,320
15007589171,15007589171,40357032@N00,b8df7372b3,3862,4,_DSC3902.jpg,1,0,0,0,1408815844,2014-08-18 15:08:54,0,0,75,,47.031904,12.690217,15,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/3862/15007589171_5bd2e7b4cc_o.jpg,2928,4420,https://live.staticflickr.com/3862/15007589171_b8df7372b3.jpg,331,500,https://live.staticflickr.com/3862/15007589171_b8df7372b3_t.jpg,66,100,https://live.staticflickr.com/3862/15007589171_b8df7372b3_n.jpg,212,320
14823962209,14823962209,40357032@N00,556fdaf6ac,3839,4,_DSC3895.jpg,1,0,0,0,1408815827,2014-08-18 15:05:50,0,0,83,,47.031904,12.690217,15,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/3839/14823962209_9b9732af08_o.jpg,3264,4928,https://live.staticflickr.com/3839/14823962209_556fdaf6ac.jpg,331,500,https://live.staticflickr.com/3839/14823962209_556fdaf6ac_t.jpg,66,100,https://live.staticflickr.com/3839/14823962209_556fdaf6ac_n.jpg,212,320
14824144727,14824144727,40357032@N00,cdd8c22617,5583,6,_DSC3885.jpg,1,0,0,0,1408815810,2014-08-18 14:41:39,0,0,108,,47.031904,12.690217,15,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/5583/14824144727_3a8e284247_o.jpg,2139,3229,https://live.staticflickr.com/5583/14824144727_cdd8c22617.jpg,331,500,https://live.staticflickr.com/5583/14824144727_cdd8c22617_t.jpg,66,100,https://live.staticflickr.com/5583/14824144727_cdd8c22617_n.jpg,212,320
14824036910,14824036910,40357032@N00,f43bc26803,3861,4,_DSC3881.jpg,1,0,0,0,1408815798,2014-08-18 14:36:43,0,0,63,,47.031904,12.690217,15,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/3861/14824036910_f92c0193ba_o.jpg,3264,4928,https://live.staticflickr.com/3861/14824036910_f43bc26803.jpg,331,500,https://live.staticflickr.com/3861/14824036910_f43bc26803_t.jpg,66,100,https://live.staticflickr.com/3861/14824036910_f43bc26803_n.jpg,212,320
14824140407,14824140407,40357032@N00,4e8b4550ec,3902,4,_DSC3878.jpg,1,0,0,0,1408815781,2014-08-18 14:30:15,0,0,66,,47.031904,12.690217,15,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/3902/14824140407_bef33082a8_o.jpg,2933,4428,https://live.staticflickr.com/3902/14824140407_4e8b4550ec.jpg,331,500,https://live.staticflickr.com/3902/14824140407_4e8b4550ec_t.jpg,66,100,https://live.staticflickr.com/3902/14824140407_4e8b4550ec_n.jpg,212,320
15010669375,15010669375,40357032@N00,54b63a0240,3845,4,_DSC3872.jpg,1,0,0,0,1408815764,2014-08-18 14:28:59,0,0,66,,47.031904,12.690217,15,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/3845/15010669375_2ccaf50224_o.jpg,3264,4928,https://live.staticflickr.com/3845/15010669375_54b63a0240.jpg,331,500,https://live.staticflickr.com/3845/15010669375_54b63a0240_t.jpg,66,100,https://live.staticflickr.com/3845/15010669375_54b63a0240_n.jpg,212,320
14823950869,14823950869,40357032@N00,59ff738300,3884,4,_DSC3869.jpg,1,0,0,0,1408815750,2014-08-18 14:27:36,0,0,70,,47.031904,12.690217,15,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/3884/14823950869_c563466f0e_o.jpg,3264,4928,https://live.staticflickr.com/3884/14823950869_59ff738300.jpg,331,500,https://live.staticflickr.com/3884/14823950869_59ff738300_t.jpg,66,100,https://live.staticflickr.com/3884/14823950869_59ff738300_n.jpg,212,320
15010287592,15010287592,40357032@N00,b202781a8b,5575,6,_DSC3865.jpg,1,0,0,0,1408815720,2014-08-18 14:23:52,0,0,63,,47.031904,12.690217,15,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/5575/15010287592_e2a2fd2dab_o.jpg,3177,4797,https://live.staticflickr.com/5575/15010287592_b202781a8b.jpg,331,500,https://live.staticflickr.com/5575/15010287592_b202781a8b_t.jpg,66,100,https://live.staticflickr.com/5575/15010287592_b202781a8b_n.jpg,212,320
14824040718,14824040718,40357032@N00,6f20052507,3844,4,_DSC3862.jpg,1,0,0,0,1408815703,2014-08-18 14:23:05,0,0,64,,47.031904,12.690217,15,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/3844/14824040718_a9525f8734_o.jpg,3264,4928,https://live.staticflickr.com/3844/14824040718_6f20052507.jpg,331,500,https://live.staticflickr.com/3844/14824040718_6f20052507_t.jpg,66,100,https://live.staticflickr.com/3844/14824040718_6f20052507_n.jpg,212,320
14987667836,14987667836,40357032@N00,6a778941b7,3859,4,_DSC3855.jpg,1,0,0,0,1408815688,2014-08-18 13:17:23,0,0,58,,47.031904,12.690217,15,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/3859/14987667836_ac117a771a_o.jpg,3264,4928,https://live.staticflickr.com/3859/14987667836_6a778941b7.jpg,331,500,https://live.staticflickr.com/3859/14987667836_6a778941b7_t.jpg,66,100,https://live.staticflickr.com/3859/14987667836_6a778941b7_n.jpg,212,320
14823940079,14823940079,40357032@N00,083abb9c43,5577,6,_DSC3853.jpg,1,0,0,0,1408815673,2014-08-18 13:17:08,0,0,58,,47.031904,12.690217,15,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/5577/14823940079_ec415743e3_o.jpg,3264,4928,https://live.staticflickr.com/5577/14823940079_083abb9c43.jpg,331,500,https://live.staticflickr.com/5577/14823940079_083abb9c43_t.jpg,66,100,https://live.staticflickr.com/5577/14823940079_083abb9c43_n.jpg,212,320
14824034118,14824034118,40357032@N00,c6eb51f544,5553,6,_DSC3852.jpg,1,0,0,0,1408815656,2014-08-18 13:16:32,0,0,60,,47.031904,12.690217,15,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/5553/14824034118_b8f2da8e9a_o.jpg,4928,3264,https://live.staticflickr.com/5553/14824034118_c6eb51f544.jpg,500,331,https://live.staticflickr.com/5553/14824034118_c6eb51f544_t.jpg,100,66,https://live.staticflickr.com/5553/14824034118_c6eb51f544_n.jpg,320,212
14824118867,14824118867,40357032@N00,c3c968ef1e,3869,4,_DSC3844.jpg,1,0,0,0,1408815628,2014-08-18 13:10:49,0,0,79,,47.031904,12.690217,15,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/3869/14824118867_85f723229a_o.jpg,3264,4928,https://live.staticflickr.com/3869/14824118867_c3c968ef1e.jpg,331,500,https://live.staticflickr.com/3869/14824118867_c3c968ef1e_t.jpg,66,100,https://live.staticflickr.com/3869/14824118867_c3c968ef1e_n.jpg,212,320
15010272042,15010272042,40357032@N00,c9fd77cf33,3894,4,_DSC3840.jpg,1,0,0,0,1408815610,2014-08-18 13:10:07,0,0,60,,47.031904,12.690217,15,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/3894/15010272042_455912e443_o.jpg,4928,3264,https://live.staticflickr.com/3894/15010272042_c9fd77cf33.jpg,500,331,https://live.staticflickr.com/3894/15010272042_c9fd77cf33_t.jpg,100,66,https://live.staticflickr.com/3894/15010272042_c9fd77cf33_n.jpg,320,212
14824113737,14824113737,40357032@N00,1395f01d68,5569,6,_DSC3837.jpg,1,0,0,0,1408815596,2014-08-18 13:02:54,0,0,74,,47.031904,12.690217,15,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/5569/14824113737_84d898ff01_o.jpg,3192,4819,https://live.staticflickr.com/5569/14824113737_1395f01d68.jpg,331,500,https://live.staticflickr.com/5569/14824113737_1395f01d68_t.jpg,66,100,https://live.staticflickr.com/5569/14824113737_1395f01d68_n.jpg,212,320
14823926929,14823926929,40357032@N00,4c8bde4e8f,5564,6,_DSC3835.jpg,1,0,0,0,1408815583,2014-08-18 13:01:51,0,0,62,,47.031904,12.690217,15,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/5564/14823926929_5db99fe937_o.jpg,4928,3264,https://live.staticflickr.com/5564/14823926929_4c8bde4e8f.jpg,500,331,https://live.staticflickr.com/5564/14823926929_4c8bde4e8f_t.jpg,100,66,https://live.staticflickr.com/5564/14823926929_4c8bde4e8f_n.jpg,320,212
14824019838,14824019838,40357032@N00,c15c39c487,3887,4,_DSC3834.jpg,1,0,0,0,1408815565,2014-08-18 13:01:32,0,0,68,,47.031904,12.690217,15,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/3887/14824019838_c7b1aceb67_o.jpg,4928,3264,https://live.staticflickr.com/3887/14824019838_c15c39c487.jpg,500,331,https://live.staticflickr.com/3887/14824019838_c15c39c487_t.jpg,100,66,https://live.staticflickr.com/3887/14824019838_c15c39c487_n.jpg,320,212
15010638195,15010638195,40357032@N00,14fe1a6935,5554,6,_DSC3828.jpg,1,0,0,0,1408815548,2014-08-18 12:54:07,0,0,94,,47.031904,12.690217,15,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/5554/15010638195_3430f6d040_o.jpg,2292,3460,https://live.staticflickr.com/5554/15010638195_14fe1a6935.jpg,331,500,https://live.staticflickr.com/5554/15010638195_14fe1a6935_t.jpg,66,100,https://live.staticflickr.com/5554/15010638195_14fe1a6935_n.jpg,212,320
14823914629,14823914629,40357032@N00,7b4ab14cbd,3919,4,_DSC3792.jpg,1,0,0,0,1408815502,2014-08-18 12:12:52,0,0,62,,47.031904,12.690217,15,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/3919/14823914629_1a2071f476_o.jpg,3264,4928,https://live.staticflickr.com/3919/14823914629_7b4ab14cbd.jpg,331,500,https://live.staticflickr.com/3919/14823914629_7b4ab14cbd_t.jpg,66,100,https://live.staticflickr.com/3919/14823914629_7b4ab14cbd_n.jpg,212,320
14987637696,14987637696,40357032@N00,eac8341a00,3924,4,_DSC3789.jpg,1,0,0,0,1408815486,2014-08-18 12:09:12,0,0,58,,47.031904,12.690217,15,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/3924/14987637696_a7c7ef4ff5_o.jpg,3264,4928,https://live.staticflickr.com/3924/14987637696_eac8341a00.jpg,331,500,https://live.staticflickr.com/3924/14987637696_eac8341a00_t.jpg,66,100,https://live.staticflickr.com/3924/14987637696_eac8341a00_n.jpg,212,320
14987602346,14987602346,40357032@N00,dacd9fb08a,3840,4,_DSC3685.jpg,1,0,0,0,1408815229,2014-08-17 13:37:49,0,0,86,,47.031904,12.690217,15,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/3840/14987602346_bef653d29b_o.jpg,2846,4297,https://live.staticflickr.com/3840/14987602346_dacd9fb08a.jpg,331,500,https://live.staticflickr.com/3840/14987602346_dacd9fb08a_t.jpg,66,100,https://live.staticflickr.com/3840/14987602346_dacd9fb08a_n.jpg,212,320
14899591253,14899591253,44583112@N06,98520a4fa4,3922,4,Salmhütte (2644m) mit Schwerteck (3247m),1,0,0,5,1407704542,2014-08-10 22:35:40,0,0,403,,47.045629,12.712052,16,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/3922/14899591253_2d0d69ffc6_o.jpg,2488,5707,https://live.staticflickr.com/3922/14899591253_98520a4fa4.jpg,218,500,https://live.staticflickr.com/3922/14899591253_98520a4fa4_t.jpg,44,100,https://live.staticflickr.com/3922/14899591253_98520a4fa4_n.jpg,140,320
14879614575,14879614575,44583112@N06,6808c4dc21,3842,4,im Ködnitztal nahe Lucknerhaus / in the Ködnitz-valley near the Lucknerhaus (car park),1,0,0,5,1407704556,2014-08-10 21:34:05,0,0,373,,47.026164,12.688887,16,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/3842/14879614575_70135262b8_o.jpg,3540,7686,https://live.staticflickr.com/3842/14879614575_6808c4dc21.jpg,230,500,https://live.staticflickr.com/3842/14879614575_6808c4dc21_t.jpg,46,100,https://live.staticflickr.com/3842/14879614575_6808c4dc21_n.jpg,147,320
14879600685,14879600685,44583112@N06,e8265e65ae,3842,4,Blick ins Ködnitztal,1,0,0,5,1407704558,2014-08-06 14:52:41,0,0,332,,47.044497,12.688751,16,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/3842/14879600685_6477427093_o.jpg,4891,9728,https://live.staticflickr.com/3842/14879600685_e8265e65ae.jpg,251,500,https://live.staticflickr.com/3842/14879600685_e8265e65ae_t.jpg,50,100,https://live.staticflickr.com/3842/14879600685_e8265e65ae_n.jpg,161,320
14671414237,14671414237,25957759@N00,0b238afd40,3850,4,upload,1,0,0,0,1407488355,2014-08-08 10:59:15,0,1,35,uploaded:by=instagram,47.009407,12.636895,16,0,uDgEnthUV7qXDhM,550642,1,0,0,0,https://live.staticflickr.com/3850/14671414237_c79905886d_o.jpg,640,640,https://live.staticflickr.com/3850/14671414237_0b238afd40.jpg,500,500,https://live.staticflickr.com/3850/14671414237_0b238afd40_t.jpg,100,100,https://live.staticflickr.com/3850/14671414237_0b238afd40_n.jpg,320,320
14828991623,14828991623,12639178@N07,9d938acc52,2911,3,"Draba hoppeana , NGIDn1058796473",1,0,0,0,1406985363,2014-07-23 15:50:42,0,0,60,,47.048261,12.694766,16,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/2911/14828991623_61d25fd0d4_o.jpg,2976,3968,https://live.staticflickr.com/2911/14828991623_9d938acc52.jpg,375,500,https://live.staticflickr.com/2911/14828991623_9d938acc52_t.jpg,75,100,https://live.staticflickr.com/2911/14828991623_9d938acc52_n.jpg,240,320
14617946028,14617946028,12639178@N07,597845b871,2908,3,"Potentilla aurea - Gold-Fingerkraut, Blattunterseite , NGID378770009",1,0,0,0,1406927162,2014-07-23 12:08:45,0,0,73,,47.048186,12.689841,16,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/2908/14617946028_e910cab49c_o.jpg,2976,3968,https://live.staticflickr.com/2908/14617946028_597845b871.jpg,375,500,https://live.staticflickr.com/2908/14617946028_597845b871_t.jpg,75,100,https://live.staticflickr.com/2908/14617946028_597845b871_n.jpg,240,320
14617198928,14617198928,12639178@N07,2faf6d659e,2896,3,"Salix reticulata - Netzweide , NGID1280571258",1,0,0,0,1406919871,2014-07-23 11:30:01,0,0,62,,47.046466,12.686044,16,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/2896/14617198928_f761b4e367_o.jpg,2976,3968,https://live.staticflickr.com/2896/14617198928_2faf6d659e.jpg,375,500,https://live.staticflickr.com/2896/14617198928_2faf6d659e_t.jpg,75,100,https://live.staticflickr.com/2896/14617198928_2faf6d659e_n.jpg,240,320
14801452364,14801452364,12639178@N07,63afe14651,3880,4,"Aster bellidiastrum , NGID1338842093",1,0,0,0,1406919820,2014-07-23 11:29:45,0,0,40,,47.046466,12.686044,16,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/3880/14801452364_f53c883bc0_o.jpg,3968,2976,https://live.staticflickr.com/3880/14801452364_63afe14651.jpg,500,375,https://live.staticflickr.com/3880/14801452364_63afe14651_t.jpg,100,75,https://live.staticflickr.com/3880/14801452364_63afe14651_n.jpg,320,240
14614655269,14614655269,12639178@N07,1d6bdbb4ff,3868,4,"Homogyne alpina , NGIDn388889791",1,0,0,0,1406895278,2014-07-23 16:33:18,0,0,41,,47.043877,12.690947,16,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/3868/14614655269_01e42186f5_o.jpg,3968,2976,https://live.staticflickr.com/3868/14614655269_1d6bdbb4ff.jpg,500,375,https://live.staticflickr.com/3868/14614655269_1d6bdbb4ff_t.jpg,100,75,https://live.staticflickr.com/3868/14614655269_1d6bdbb4ff_n.jpg,320,240
14778324486,14778324486,12639178@N07,7ed9412df0,3866,4,"Adenostyles alliariae , NGID2007590812",1,0,0,0,1406895255,2014-07-23 17:23:01,0,0,51,,47.031530,12.691522,16,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/3866/14778324486_768d0dd1da_o.jpg,2976,3968,https://live.staticflickr.com/3866/14778324486_7ed9412df0.jpg,375,500,https://live.staticflickr.com/3866/14778324486_7ed9412df0_t.jpg,75,100,https://live.staticflickr.com/3866/14778324486_7ed9412df0_n.jpg,240,320
14614595750,14614595750,12639178@N07,d043b24329,3881,4,"Adenostyles alliariae , NGID1609093717",1,0,0,0,1406895129,2014-07-23 17:22:27,0,0,44,,47.036666,12.692777,16,0,sDOIWrZQUL.ggEhz9w,12591741,1,0,0,0,https://live.staticflickr.com/3881/14614595750_31e6b1f615_o.jpg,2976,3968,https://live.staticflickr.com/3881/14614595750_d043b24329.jpg,375,500,https://live.staticflickr.com/3881/14614595750_d043b24329_t.jpg,75,100,https://live.staticflickr.com/3881/14614595750_d043b24329_n.jpg,240,320
14614595840,14614595840,12639178@N07,fbb24c65a3,2918,3,"Adenostyles alliariae , NGID35024391",1,0,0,0,1406895129,2014-07-23 17:22:54,0,0,56,,47.031530,12.691522,16,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/2918/14614595840_a091dfc123_o.jpg,2976,3968,https://live.staticflickr.com/2918/14614595840_fbb24c65a3.jpg,375,500,https://live.staticflickr.com/2918/14614595840_fbb24c65a3_t.jpg,75,100,https://live.staticflickr.com/2918/14614595840_fbb24c65a3_n.jpg,240,320
14821142083,14821142083,12639178@N07,5972ed77a8,5572,6,"Adenostyles alliariae , NGID2007590812",1,0,0,0,1406895129,2014-07-23 17:23:01,0,0,43,,47.031530,12.691522,16,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/5572/14821142083_700d79f42d_o.jpg,2976,3968,https://live.staticflickr.com/5572/14821142083_5972ed77a8.jpg,375,500,https://live.staticflickr.com/5572/14821142083_5972ed77a8_t.jpg,75,100,https://live.staticflickr.com/5572/14821142083_5972ed77a8_n.jpg,240,320
14614662818,14614662818,12639178@N07,ec8a943fda,2920,3,"Carex atrata , NGIDn1287531801",1,0,0,0,1406894807,2014-07-23 17:29:17,0,0,44,,47.029330,12.690594,16,0,VkGsWbRUV7qlQzM,550779,1,0,0,0,https://live.staticflickr.com/2920/14614662818_5bc18e2efe_o.jpg,2976,3968,https://live.staticflickr.com/2920/14614662818_ec8a943fda.jpg,375,500,https://live.staticflickr.com/2920/14614662818_ec8a943fda_t.jpg,75,100,https://live.staticflickr.com/2920/14614662818_ec8a943fda_n.jpg,240,320
14778255266,14778255266,12639178@N07,1620e69cbc,3847,4,"Oxytropis campestris , NGIDn1983100365",1,0,0,0,1406894359,2014-07-23 16:30:35,0,0,34,,47.043333,12.692777,16,0,sDOIWrZQUL.ggEhz9w,12591741,1,0,0,0,https://live.staticflickr.com/3847/14778255266_c3c091c56c_o.jpg,2976,3968,https://live.staticflickr.com/3847/14778255266_1620e69cbc.jpg,375,500,https://live.staticflickr.com/3847/14778255266_1620e69cbc_t.jpg,75,100,https://live.staticflickr.com/3847/14778255266_1620e69cbc_n.jpg,240,320
14798133971,14798133971,12639178@N07,4efaba0154,2897,3,"Oxytropis campestris , NGIDn1930275592",1,0,0,0,1406894359,2014-07-23 16:30:47,0,0,85,,47.043333,12.692777,16,0,2q4ko8hUUbMkteU,539433,1,0,0,0,https://live.staticflickr.com/2897/14798133971_b1e596d226_o.jpg,2976,3968,https://live.staticflickr.com/2897/14798133971_4efaba0154.jpg,375,500,https://live.staticflickr.com/2897/14798133971_4efaba0154_t.jpg,75,100,https://live.staticflickr.com/2897/14798133971_4efaba0154_n.jpg,240,320
14614488560,14614488560,12639178@N07,ddb5ffac9d,5584,6,"Androsace obtusifolia , NGID1351544217",1,0,0,0,1406893691,2014-07-23 11:31:50,0,0,82,,47.046388,12.685833,16,0,sDOIWrZQUL.ggEhz9w,12591741,1,0,0,0,https://live.staticflickr.com/5584/14614488560_fac15ef5f8_o.jpg,2976,3968,https://live.staticflickr.com/5584/14614488560_ddb5ffac9d.jpg,375,500,https://live.staticflickr.com/5584/14614488560_ddb5ffac9d_t.jpg,75,100,https://live.staticflickr.com/5584/14614488560_ddb5ffac9d_n.jpg,240,320
14614675527,14614675527,12639178@N07,860f6fcf65,3894,4,"Androsace obtusifolia , NGIDn1955183805",1,0,0,0,1406893690,2014-07-23 11:30:30,0,0,47,,47.046466,12.686044,16,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/3894/14614675527_95eb62a376_o.jpg,2976,3968,https://live.staticflickr.com/3894/14614675527_860f6fcf65.jpg,375,500,https://live.staticflickr.com/3894/14614675527_860f6fcf65_t.jpg,75,100,https://live.staticflickr.com/3894/14614675527_860f6fcf65_n.jpg,240,320
14614519399,14614519399,12639178@N07,8dfbc610fd,2895,3,"Gletschernelke - Dianthus glacialis , NGID1732677163",1,0,0,0,1406893471,2014-07-23 11:24:29,0,0,34,,47.047108,12.672272,16,0,sDOIWrZQUL.ggEhz9w,12591741,1,0,0,0,https://live.staticflickr.com/2895/14614519399_1d8f0d8c0b_o.jpg,2976,3968,https://live.staticflickr.com/2895/14614519399_8dfbc610fd.jpg,375,500,https://live.staticflickr.com/2895/14614519399_8dfbc610fd_t.jpg,75,100,https://live.staticflickr.com/2895/14614519399_8dfbc610fd_n.jpg,240,320
14774693866,14774693866,12639178@N07,92e4ec01d0,5596,6,"Soldanella alpina , NGIDn726467628",1,0,0,0,1406847615,2014-07-23 16:18:45,0,0,125,,47.045833,12.692777,16,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/5596/14774693866_fc9da80e8f_o.jpg,3968,2976,https://live.staticflickr.com/5596/14774693866_92e4ec01d0.jpg,500,375,https://live.staticflickr.com/5596/14774693866_92e4ec01d0_t.jpg,100,75,https://live.staticflickr.com/5596/14774693866_92e4ec01d0_n.jpg,320,240
14610913730,14610913730,12639178@N07,920e9385b2,2901,3,"Hedysarum hedysaroides , NGID1246770299",1,0,0,0,1406846735,2014-07-23 16:51:22,0,0,76,,47.039350,12.691897,16,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/2901/14610913730_c36d1b0412_o.jpg,2976,3968,https://live.staticflickr.com/2901/14610913730_920e9385b2.jpg,375,500,https://live.staticflickr.com/2901/14610913730_920e9385b2_t.jpg,75,100,https://live.staticflickr.com/2901/14610913730_920e9385b2_n.jpg,240,320
14794398241,14794398241,12639178@N07,33f423089b,5573,6,"Senecio doronicum , NGIDn205613899",1,0,0,0,1406845513,2014-07-23 17:06:17,0,0,61,,47.036669,12.692638,16,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/5573/14794398241_0b2a02d545_o.jpg,2976,3968,https://live.staticflickr.com/5573/14794398241_33f423089b.jpg,375,500,https://live.staticflickr.com/5573/14794398241_33f423089b_t.jpg,75,100,https://live.staticflickr.com/5573/14794398241_33f423089b_n.jpg,240,320
14610885718,14610885718,12639178@N07,4b42a51295,5577,6,"Senecio doronicum , NGID1271554820",1,0,0,0,1406845513,2014-07-23 17:06:06,0,0,62,,47.036666,12.692222,16,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/5577/14610885718_fe2de996aa_o.jpg,3968,2976,https://live.staticflickr.com/5577/14610885718_4b42a51295.jpg,500,375,https://live.staticflickr.com/5577/14610885718_4b42a51295_t.jpg,100,75,https://live.staticflickr.com/5577/14610885718_4b42a51295_n.jpg,320,240
14610904510,14610904510,12639178@N07,49a9743839,3903,4,"Crepis aurea - Goldpippau , NGID394281736",1,0,0,0,1406846621,2014-07-23 16:51:01,0,0,53,,47.039350,12.691897,16,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/3903/14610904510_432841886e_o.jpg,2976,3968,https://live.staticflickr.com/3903/14610904510_49a9743839.jpg,375,500,https://live.staticflickr.com/3903/14610904510_49a9743839_t.jpg,75,100,https://live.staticflickr.com/3903/14610904510_49a9743839_n.jpg,240,320
14610956557,14610956557,12639178@N07,c8d788bb2b,3903,4,"Pyrgus cacaliae , NGIDn648506103",1,0,0,0,1406845066,2014-07-23 17:03:28,0,0,48,,47.039444,12.691388,16,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/3903/14610956557_85486e14f3_o.jpg,2976,3968,https://live.staticflickr.com/3903/14610956557_c8d788bb2b.jpg,375,500,https://live.staticflickr.com/3903/14610956557_c8d788bb2b_t.jpg,75,100,https://live.staticflickr.com/3903/14610956557_c8d788bb2b_n.jpg,240,320
14795003584,14795003584,12639178@N07,df64537a8e,3849,4,"Antennaria carpatica, Detail , NGID1759837042",1,0,0,0,1406843902,2014-07-23 16:32:41,0,0,52,,47.044011,12.691022,16,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/3849/14795003584_bea5068a16_o.jpg,3968,2976,https://live.staticflickr.com/3849/14795003584_df64537a8e.jpg,500,375,https://live.staticflickr.com/3849/14795003584_df64537a8e_t.jpg,100,75,https://live.staticflickr.com/3849/14795003584_df64537a8e_n.jpg,320,240
14795003634,14795003634,12639178@N07,af70a50f7d,5587,6,"Antennaria carpatica, Blatt , NGIDn23904090",1,0,0,0,1406843902,2014-07-23 16:32:57,0,0,59,,47.044011,12.691022,16,0,onla0OhQULxc.L.ufg,12675411,1,0,0,0,https://live.staticflickr.com/5587/14795003634_0711eae210_o.jpg,3968,2976,https://live.staticflickr.com/5587/14795003634_af70a50f7d.jpg,500,375,https://live.staticflickr.com/5587/14795003634_af70a50f7d_t.jpg,100,75,https://live.staticflickr.com/5587/14795003634_af70a50f7d_n.jpg,320,240
